t0,n,m,k,h,eX,eVar,eTime,tU,tVar,tDiff,tTime,nU,nVar,nDiff,nTime
1707132962.2130692,530,7646,10,4,5.29991E-13,1.44472E-15,0.013319730758666992,5.31616E-13,1.44619E-15,0.00,2.1457672119140625e-05,1.04576E-11,1.91482E-14,18.73,4.0531158447265625e-06
1707132963.174219,531,7661,10,4,5.30441E-13,4.50471E-16,0.01341557502746582,5.32065E-13,4.48867E-16,0.00,2.1696090698242188e-05,1.04782E-11,2.05159E-14,18.75,4.291534423828125e-06
1707132964.174121,532,7675,10,4,5.31886E-13,1.44463E-15,0.017236948013305664,5.33511E-13,1.44609E-15,0.00,2.193450927734375e-05,1.04973E-11,1.91482E-14,18.74,3.814697265625e-06
1707132965.148784,533,7690,10,4,5.32336E-13,4.50589E-16,0.017324209213256836,5.33960E-13,4.48991E-16,0.00,2.2172927856445312e-05,1.05178E-11,2.05159E-14,18.76,4.291534423828125e-06
1707132966.1551363,534,7704,10,4,5.33781E-13,1.44453E-15,0.013540267944335938,5.35406E-13,1.44599E-15,0.00,2.2411346435546875e-05,1.05370E-11,1.91482E-14,18.74,4.0531158447265625e-06
1707132967.1397843,535,7718,10,4,5.35226E-13,1.44493E-15,0.013648033142089844,5.36852E-13,1.44638E-15,0.00,2.2411346435546875e-05,1.05561E-11,1.91482E-14,18.72,4.291534423828125e-06
1707132968.1149747,536,7733,10,4,5.35676E-13,4.50218E-16,0.013710498809814453,5.37301E-13,4.48627E-16,0.00,2.2172927856445312e-05,1.05766E-11,2.05159E-14,18.74,4.291534423828125e-06
1707132969.1368232,537,7747,10,4,5.37121E-13,1.44483E-15,0.013669013977050781,5.38747E-13,1.44628E-15,0.00,2.2172927856445312e-05,1.05958E-11,1.91482E-14,18.73,4.0531158447265625e-06
1707132970.1300519,538,7762,10,4,5.37571E-13,4.50335E-16,0.013686656951904297,5.39196E-13,4.48751E-16,0.00,2.2649765014648438e-05,1.06163E-11,2.05159E-14,18.75,4.0531158447265625e-06
1707132971.1526494,539,7776,10,4,5.39016E-13,1.44474E-15,0.013752937316894531,5.40642E-13,1.44618E-15,0.00,2.193450927734375e-05,1.06354E-11,1.91482E-14,18.73,4.291534423828125e-06
1707132972.1500483,540,7791,10,4,5.39466E-13,4.50452E-16,0.013896942138671875,5.41091E-13,4.48875E-16,0.00,2.384185791015625e-05,1.06560E-11,2.05159E-14,18.75,4.5299530029296875e-06
1707132973.1759658,541,7805,10,4,5.40911E-13,1.44464E-15,0.013941287994384766,5.42537E-13,1.44608E-15,0.00,2.2411346435546875e-05,1.06751E-11,1.91482E-14,18.74,4.0531158447265625e-06
1707132974.1893525,542,7819,10,4,5.42356E-13,1.44503E-15,0.014262914657592773,5.43984E-13,1.44647E-15,0.00,2.1696090698242188e-05,1.06943E-11,1.91482E-14,18.72,4.291534423828125e-06
1707132975.2047746,543,7834,10,4,5.42806E-13,4.50087E-16,0.017966270446777344,5.44432E-13,4.48516E-16,0.00,2.2172927856445312e-05,1.07148E-11,2.05159E-14,18.74,4.0531158447265625e-06
1707132976.241937,544,7848,10,4,5.44251E-13,1.44494E-15,0.018134117126464844,5.45878E-13,1.44637E-15,0.00,2.1219253540039062e-05,1.07339E-11,1.91482E-14,18.72,4.0531158447265625e-06
1707132977.258973,545,7863,10,4,5.44701E-13,4.50203E-16,0.014100074768066406,5.46327E-13,4.48639E-16,0.00,2.1457672119140625e-05,1.07544E-11,2.05159E-14,18.74,3.814697265625e-06
1707132978.3141549,546,7877,10,4,5.46146E-13,1.44484E-15,0.014063358306884766,5.47773E-13,1.44627E-15,0.00,2.193450927734375e-05,1.07736E-11,1.91482E-14,18.73,4.5299530029296875e-06
1707132979.3415515,547,7892,10,4,5.46597E-13,4.50319E-16,0.014197826385498047,5.48222E-13,4.48762E-16,0.00,2.3126602172851562e-05,1.07941E-11,2.05159E-14,18.75,4.76837158203125e-06
1707132980.4035325,548,7906,10,4,5.48041E-13,1.44475E-15,0.014316320419311523,5.49668E-13,1.44618E-15,0.00,2.2411346435546875e-05,1.08132E-11,1.91482E-14,18.73,4.5299530029296875e-06
1707132981.436921,549,7920,10,4,5.49486E-13,1.44513E-15,0.01433420181274414,5.51115E-13,1.44655E-15,0.00,2.3126602172851562e-05,1.08324E-11,1.91482E-14,18.71,4.291534423828125e-06
1707132982.4737203,550,7935,10,4,5.49936E-13,4.49959E-16,0.014431238174438477,5.51563E-13,4.48407E-16,0.00,2.288818359375e-05,1.08529E-11,2.05159E-14,18.73,4.291534423828125e-06
1707132983.546542,551,7949,10,4,5.51381E-13,1.44504E-15,0.014362812042236328,5.53010E-13,1.44646E-15,0.00,2.1219253540039062e-05,1.08721E-11,1.91482E-14,18.72,4.0531158447265625e-06
1707132984.5899317,552,7964,10,4,5.51832E-13,4.50074E-16,0.01476597785949707,5.53458E-13,4.48530E-16,0.00,2.1696090698242188e-05,1.08926E-11,2.05159E-14,18.74,4.5299530029296875e-06
1707132985.6841571,553,7978,10,4,5.53276E-13,1.44495E-15,0.014584779739379883,5.54905E-13,1.44636E-15,0.00,2.1457672119140625e-05,1.09117E-11,1.91482E-14,18.72,4.0531158447265625e-06
1707132986.7304971,554,7993,10,4,5.53727E-13,4.50189E-16,0.014509201049804688,5.55353E-13,4.48651E-16,0.00,2.2411346435546875e-05,1.09322E-11,2.05159E-14,18.74,4.0531158447265625e-06
1707132987.818681,555,8007,10,4,5.55172E-13,1.44486E-15,0.014694452285766602,5.56799E-13,1.44626E-15,0.00,2.2411346435546875e-05,1.09514E-11,1.91482E-14,18.73,4.291534423828125e-06
1707132988.8748424,556,8021,10,4,5.56617E-13,1.44523E-15,0.014676094055175781,5.58246E-13,1.44664E-15,0.00,2.2411346435546875e-05,1.09705E-11,1.91482E-14,18.71,4.291534423828125e-06
1707132989.9357686,557,8036,10,4,5.57067E-13,4.49834E-16,0.015014171600341797,5.58694E-13,4.48301E-16,0.00,2.1219253540039062e-05,1.09911E-11,2.05159E-14,18.73,4.0531158447265625e-06
1707132991.0419028,558,8050,10,4,5.58512E-13,1.44514E-15,0.01488804817199707,5.60141E-13,1.44654E-15,0.00,2.1219253540039062e-05,1.10102E-11,1.91482E-14,18.71,4.76837158203125e-06
1707132992.1117651,559,8065,10,4,5.58962E-13,4.49948E-16,0.01556086540222168,5.60589E-13,4.48423E-16,0.00,2.2411346435546875e-05,1.10307E-11,2.05159E-14,18.73,4.5299530029296875e-06
1707132993.2268364,560,8079,10,4,5.60407E-13,1.44505E-15,0.014928340911865234,5.62036E-13,1.44645E-15,0.00,2.2649765014648438e-05,1.10499E-11,1.91482E-14,18.72,4.0531158447265625e-06
1707132994.3037617,561,8094,10,4,5.60857E-13,4.50062E-16,0.015042543411254883,5.62484E-13,4.48543E-16,0.00,2.1696090698242188e-05,1.10704E-11,2.05159E-14,18.74,5.0067901611328125e-06
1707132995.4236267,562,8108,10,4,5.62302E-13,1.44496E-15,0.015352487564086914,5.63931E-13,1.44635E-15,0.00,2.2411346435546875e-05,1.10895E-11,1.91482E-14,18.72,3.814697265625e-06
1707132996.5147464,563,8122,10,4,5.63747E-13,1.44533E-15,0.015321969985961914,5.65377E-13,1.44672E-15,0.00,2.1696090698242188e-05,1.11087E-11,1.91482E-14,18.71,4.0531158447265625e-06
1707132997.6267624,564,8137,10,4,5.64197E-13,4.49712E-16,0.015228748321533203,5.65826E-13,4.48198E-16,0.00,2.09808349609375e-05,1.11292E-11,2.05159E-14,18.73,4.76837158203125e-06
1707132998.7474666,565,8151,10,4,5.65642E-13,1.44524E-15,0.015210151672363281,5.67272E-13,1.44662E-15,0.00,2.1219253540039062e-05,1.11483E-11,1.91482E-14,18.71,4.291534423828125e-06
1707132999.8477376,566,8166,10,4,5.66092E-13,4.49826E-16,0.015254735946655273,5.67721E-13,4.48318E-16,0.00,2.1457672119140625e-05,1.11689E-11,2.05159E-14,18.73,3.814697265625e-06
1707133000.9928794,567,8180,10,4,5.67537E-13,1.44515E-15,0.01533198356628418,5.69167E-13,1.44653E-15,0.00,2.2172927856445312e-05,1.11880E-11,1.91482E-14,18.71,4.291534423828125e-06
1707133002.0967586,568,8195,10,4,5.67987E-13,4.49939E-16,0.01536417007446289,5.69616E-13,4.48438E-16,0.00,2.0503997802734375e-05,1.12085E-11,2.05159E-14,18.73,4.0531158447265625e-06
1707133003.2345576,569,8209,10,4,5.69432E-13,1.44506E-15,0.015343189239501953,5.71062E-13,1.44643E-15,0.00,2.09808349609375e-05,1.12277E-11,1.91482E-14,18.72,4.76837158203125e-06
1707133004.347663,570,8223,10,4,5.70877E-13,1.44543E-15,0.015447378158569336,5.72509E-13,1.44680E-15,0.00,2.193450927734375e-05,1.12468E-11,1.91482E-14,18.7,4.76837158203125e-06
1707133005.4762077,571,8238,10,4,5.71327E-13,4.49593E-16,0.015535593032836914,5.72957E-13,4.48098E-16,0.00,2.1457672119140625e-05,1.12673E-11,2.05159E-14,18.72,4.76837158203125e-06
1707133006.6266162,572,8252,10,4,5.72772E-13,1.44533E-15,0.015542268753051758,5.74404E-13,1.44670E-15,0.00,2.1457672119140625e-05,1.12865E-11,1.91482E-14,18.71,4.0531158447265625e-06
1707133007.75803,573,8267,10,4,5.73222E-13,4.49706E-16,0.015642166137695312,5.74852E-13,4.48217E-16,0.00,2.09808349609375e-05,1.13070E-11,2.05159E-14,18.73,4.291534423828125e-06
1707133008.9199522,574,8281,10,4,5.74667E-13,1.44524E-15,0.01569390296936035,5.76298E-13,1.44661E-15,0.00,2.193450927734375e-05,1.13261E-11,1.91482E-14,18.71,4.291534423828125e-06
1707133010.0644062,575,8295,10,4,5.76113E-13,1.44561E-15,0.015999555587768555,5.77745E-13,1.44697E-15,0.00,2.0742416381835938e-05,1.13453E-11,1.91482E-14,18.69,4.291534423828125e-06
1707133011.2122877,576,8310,10,4,5.76562E-13,4.49364E-16,0.015908241271972656,5.78193E-13,4.47880E-16,0.00,2.1696090698242188e-05,1.13658E-11,2.05159E-14,18.71,4.5299530029296875e-06
1707133012.3875895,577,8324,10,4,5.78008E-13,1.44552E-15,0.01582813262939453,5.79640E-13,1.44688E-15,0.00,2.1219253540039062e-05,1.13850E-11,1.91482E-14,18.7,4.5299530029296875e-06
1707133013.526183,578,8339,10,4,5.78457E-13,4.49477E-16,0.01598215103149414,5.80088E-13,4.47999E-16,0.00,2.1457672119140625e-05,1.14055E-11,2.05159E-14,18.72,4.291534423828125e-06
1707133014.7088766,579,8353,10,4,5.79903E-13,1.44543E-15,0.015868186950683594,5.81535E-13,1.44678E-15,0.00,2.09808349609375e-05,1.14246E-11,1.91482E-14,18.7,4.76837158203125e-06
1707133015.8592591,580,8368,10,4,5.80352E-13,4.49589E-16,0.015951871871948242,5.81983E-13,4.48117E-16,0.00,2.2649765014648438e-05,1.14451E-11,2.05159E-14,18.72,4.5299530029296875e-06
1707133017.058936,581,8382,10,4,5.81798E-13,1.44534E-15,0.01615738868713379,5.83430E-13,1.44669E-15,0.00,2.193450927734375e-05,1.14643E-11,1.91482E-14,18.7,3.814697265625e-06
1707133018.2084692,582,8396,10,4,5.83243E-13,1.44570E-15,0.01612687110900879,5.84877E-13,1.44704E-15,0.00,2.1696090698242188e-05,1.14834E-11,1.91482E-14,18.69,4.5299530029296875e-06
1707133019.372563,583,8411,10,4,5.83693E-13,4.49252E-16,0.01619124412536621,5.85325E-13,4.47785E-16,0.00,2.3126602172851562e-05,1.15040E-11,2.05159E-14,18.71,4.76837158203125e-06
1707133020.572923,584,8425,10,4,5.85138E-13,1.44561E-15,0.016247987747192383,5.86772E-13,1.44695E-15,0.00,2.288818359375e-05,1.15231E-11,1.91482E-14,18.69,4.291534423828125e-06
1707133021.7551942,585,8440,10,4,5.85588E-13,4.49364E-16,0.016322612762451172,5.87219E-13,4.47903E-16,0.00,2.1696090698242188e-05,1.15436E-11,2.05159E-14,18.71,4.0531158447265625e-06
1707133022.9739304,586,8454,10,4,5.87033E-13,1.44552E-15,0.016393184661865234,5.88666E-13,1.44686E-15,0.00,2.2649765014648438e-05,1.15628E-11,1.91482E-14,18.7,4.5299530029296875e-06
1707133024.155895,587,8469,10,4,5.87483E-13,4.49475E-16,0.016800403594970703,5.89114E-13,4.48020E-16,0.00,2.193450927734375e-05,1.15833E-11,2.05159E-14,18.72,4.0531158447265625e-06
1707133025.3863385,588,8483,10,4,5.88928E-13,1.44543E-15,0.017399311065673828,5.90561E-13,1.44677E-15,0.00,2.1696090698242188e-05,1.16024E-11,1.91482E-14,18.7,4.0531158447265625e-06
1707133026.5802288,589,8497,10,4,5.90374E-13,1.44579E-15,0.016554832458496094,5.92008E-13,1.44712E-15,0.00,2.2411346435546875e-05,1.16216E-11,1.91482E-14,18.69,4.291534423828125e-06
1707133027.7766075,590,8512,10,4,5.90823E-13,4.49142E-16,0.016516447067260742,5.92456E-13,4.47693E-16,0.00,2.193450927734375e-05,1.16421E-11,2.05159E-14,18.7,4.76837158203125e-06
1707133029.0111241,591,8526,10,4,5.92269E-13,1.44570E-15,0.016748905181884766,5.93903E-13,1.44702E-15,0.00,2.2649765014648438e-05,1.16612E-11,1.91482E-14,18.69,4.76837158203125e-06
1707133030.214416,592,8541,10,4,5.92718E-13,4.49253E-16,0.0167233943939209,5.94351E-13,4.47810E-16,0.00,2.193450927734375e-05,1.16818E-11,2.05159E-14,18.71,4.291534423828125e-06
1707133031.462194,593,8555,10,4,5.94163E-13,1.44561E-15,0.016855955123901367,5.95798E-13,1.44693E-15,0.00,2.193450927734375e-05,1.17009E-11,1.91482E-14,18.69,4.76837158203125e-06
1707133032.6710596,594,8570,10,4,5.94613E-13,4.49363E-16,0.016858816146850586,5.96246E-13,4.47926E-16,0.00,2.1219253540039062e-05,1.17214E-11,2.05159E-14,18.71,3.814697265625e-06
1707133033.9265323,595,8584,10,4,5.96058E-13,1.44552E-15,0.017166614532470703,5.97692E-13,1.44684E-15,0.00,2.1457672119140625e-05,1.17406E-11,1.91482E-14,18.7,4.291534423828125e-06
1707133035.154811,596,8598,10,4,5.97504E-13,1.44587E-15,0.017004013061523438,5.99140E-13,1.44719E-15,0.00,2.1457672119140625e-05,1.17597E-11,1.91482E-14,18.68,4.291534423828125e-06
1707133036.3829563,597,8613,10,4,5.97953E-13,4.49034E-16,0.017044782638549805,5.99587E-13,4.47602E-16,0.00,2.2172927856445312e-05,1.17802E-11,2.05159E-14,18.7,4.0531158447265625e-06
1707133037.652572,598,8627,10,4,5.99399E-13,1.44578E-15,0.01717853546142578,6.01034E-13,1.44710E-15,0.00,2.1457672119140625e-05,1.17994E-11,1.91482E-14,18.69,4.0531158447265625e-06
1707133038.8867228,599,8642,10,4,5.99848E-13,4.49145E-16,0.017194271087646484,6.01482E-13,4.47718E-16,0.00,2.193450927734375e-05,1.18199E-11,2.05159E-14,18.7,5.245208740234375e-06
1707133040.157667,600,8656,10,4,6.01294E-13,1.44569E-15,0.017112016677856445,6.02929E-13,1.44701E-15,0.00,2.1696090698242188e-05,1.18390E-11,1.91482E-14,18.69,4.291534423828125e-06
1707133041.3939288,601,8671,10,4,6.01743E-13,4.49254E-16,0.017357587814331055,6.03377E-13,4.47833E-16,0.00,2.3126602172851562e-05,1.18596E-11,2.05159E-14,18.71,4.0531158447265625e-06
1707133042.678546,602,8685,10,4,6.03189E-13,1.44561E-15,0.017342805862426758,6.04824E-13,1.44691E-15,0.00,2.3365020751953125e-05,1.18787E-11,1.91482E-14,18.69,4.5299530029296875e-06
1707133043.9318528,603,8699,10,4,6.04635E-13,1.44595E-15,0.017248868942260742,6.06271E-13,1.44726E-15,0.00,2.2411346435546875e-05,1.18979E-11,1.91482E-14,18.68,3.814697265625e-06
1707133045.2037957,604,8714,10,4,6.05084E-13,4.48930E-16,0.017447710037231445,6.06719E-13,4.47514E-16,0.00,2.2411346435546875e-05,1.19184E-11,2.05159E-14,18.7,4.5299530029296875e-06
1707133046.4962718,605,8728,10,4,6.06529E-13,1.44587E-15,0.017445087432861328,6.08166E-13,1.44717E-15,0.00,2.2649765014648438e-05,1.19375E-11,1.91482E-14,18.68,3.814697265625e-06
1707133047.7639554,606,8743,10,4,6.06978E-13,4.49039E-16,0.017548561096191406,6.08613E-13,4.47628E-16,0.00,2.2649765014648438e-05,1.19580E-11,2.05159E-14,18.7,4.0531158447265625e-06
1707133049.0689938,607,8757,10,4,6.08424E-13,1.44578E-15,0.01762866973876953,6.10060E-13,1.44708E-15,0.00,2.2411346435546875e-05,1.19772E-11,1.91482E-14,18.69,4.0531158447265625e-06
1707133050.3518329,608,8772,10,4,6.08873E-13,4.49147E-16,0.017723560333251953,6.10508E-13,4.47742E-16,0.00,2.1696090698242188e-05,1.19977E-11,2.05159E-14,18.7,4.0531158447265625e-06
1707133051.6788132,609,8786,10,4,6.10319E-13,1.44569E-15,0.017835140228271484,6.11955E-13,1.44699E-15,0.00,2.193450927734375e-05,1.20168E-11,1.91482E-14,18.69,4.291534423828125e-06
1707133052.953949,610,8800,10,4,6.11765E-13,1.44603E-15,0.0180661678314209,6.13402E-13,1.44733E-15,0.00,2.2411346435546875e-05,1.20360E-11,1.91482E-14,18.67,4.0531158447265625e-06
1707133054.261828,611,8815,10,4,6.12214E-13,4.48827E-16,0.01793503761291504,6.13850E-13,4.47427E-16,0.00,2.193450927734375e-05,1.20565E-11,2.05159E-14,18.69,4.0531158447265625e-06
1707133055.5957475,612,8829,10,4,6.13660E-13,1.44595E-15,0.017923355102539062,6.15297E-13,1.44724E-15,0.00,2.2411346435546875e-05,1.20757E-11,1.91482E-14,18.68,4.5299530029296875e-06
1707133056.8971112,613,8844,10,4,6.14109E-13,4.48935E-16,0.018021583557128906,6.15745E-13,4.47541E-16,0.00,2.1696090698242188e-05,1.20962E-11,2.05159E-14,18.7,4.76837158203125e-06
1707133058.2367032,614,8858,10,4,6.15555E-13,1.44586E-15,0.018093347549438477,6.17192E-13,1.44715E-15,0.00,2.1457672119140625e-05,1.21153E-11,1.91482E-14,18.68,4.76837158203125e-06
1707133059.5387857,615,8873,10,4,6.16004E-13,4.49043E-16,0.018147945404052734,6.17639E-13,4.47654E-16,0.00,2.288818359375e-05,1.21358E-11,2.05159E-14,18.7,4.76837158203125e-06
1707133060.8928256,616,8887,10,4,6.17450E-13,1.44578E-15,0.018092870712280273,6.19087E-13,1.44706E-15,0.00,2.193450927734375e-05,1.21550E-11,1.91482E-14,18.69,5.245208740234375e-06
1707133062.2014284,617,8901,10,4,6.18896E-13,1.44611E-15,0.018305063247680664,6.20534E-13,1.44739E-15,0.00,2.1457672119140625e-05,1.21741E-11,1.91482E-14,18.67,4.0531158447265625e-06
1707133063.5240276,618,8916,10,4,6.19344E-13,4.48727E-16,0.018306493759155273,6.20981E-13,4.47342E-16,0.00,2.2172927856445312e-05,1.21947E-11,2.05159E-14,18.69,4.0531158447265625e-06
1707133064.8793375,619,8930,10,4,6.20790E-13,1.44603E-15,0.01846790313720703,6.22429E-13,1.44730E-15,0.00,2.2411346435546875e-05,1.22138E-11,1.91482E-14,18.67,4.291534423828125e-06
1707133066.203517,620,8945,10,4,6.21239E-13,4.48834E-16,0.018391132354736328,6.22876E-13,4.47455E-16,0.00,2.2172927856445312e-05,1.22343E-11,2.05159E-14,18.69,4.0531158447265625e-06
1707133067.5969837,621,8959,10,4,6.22685E-13,1.44594E-15,0.018503189086914062,6.24323E-13,1.44721E-15,0.00,2.2172927856445312e-05,1.22535E-11,1.91482E-14,18.68,4.291534423828125e-06
1707133068.928375,622,8974,10,4,6.23134E-13,4.48941E-16,0.01858377456665039,6.24771E-13,4.47568E-16,0.00,2.0503997802734375e-05,1.22740E-11,2.05159E-14,18.7,4.5299530029296875e-06
1707133070.30708,623,8988,10,4,6.24580E-13,1.44586E-15,0.018634557723999023,6.26218E-13,1.44713E-15,0.00,2.193450927734375e-05,1.22931E-11,1.91482E-14,18.68,4.5299530029296875e-06
1707133071.6421878,624,9002,10,4,6.26026E-13,1.44619E-15,0.018687725067138672,6.27665E-13,1.44746E-15,0.00,2.288818359375e-05,1.23123E-11,1.91482E-14,18.67,4.291534423828125e-06
1707133073.0042393,625,9017,10,4,6.26475E-13,4.48629E-16,0.01871943473815918,6.28113E-13,4.47260E-16,0.00,2.2649765014648438e-05,1.23328E-11,2.05159E-14,18.69,4.5299530029296875e-06
1707133074.3980408,626,9031,10,4,6.27921E-13,1.44611E-15,0.01873469352722168,6.29560E-13,1.44737E-15,0.00,2.2649765014648438e-05,1.23519E-11,1.91482E-14,18.67,4.5299530029296875e-06
1707133075.7551363,627,9046,10,4,6.28370E-13,4.48736E-16,0.018828868865966797,6.30007E-13,4.47372E-16,0.00,2.1696090698242188e-05,1.23725E-11,2.05159E-14,18.69,4.76837158203125e-06
1707133077.1549182,628,9060,10,4,6.29816E-13,1.44602E-15,0.018941879272460938,6.31455E-13,1.44728E-15,0.00,2.193450927734375e-05,1.23916E-11,1.91482E-14,18.67,4.291534423828125e-06
1707133078.5175433,629,9075,10,4,6.30265E-13,4.48841E-16,0.019008398056030273,6.31902E-13,4.47483E-16,0.00,2.2649765014648438e-05,1.24121E-11,2.05159E-14,18.69,4.291534423828125e-06
1707133079.9350066,630,9089,10,4,6.31710E-13,1.44594E-15,0.019042253494262695,6.33349E-13,1.44719E-15,0.00,2.193450927734375e-05,1.24313E-11,1.91482E-14,18.68,5.0067901611328125e-06
1707133081.3058388,631,9103,10,4,6.33157E-13,1.44627E-15,0.018977880477905273,6.34797E-13,1.44752E-15,0.00,2.1457672119140625e-05,1.24504E-11,1.91482E-14,18.66,4.5299530029296875e-06
1707133082.6722095,632,9118,10,4,6.33605E-13,4.48533E-16,0.01920294761657715,6.35244E-13,4.47179E-16,0.00,2.2411346435546875e-05,1.24709E-11,2.05159E-14,18.68,4.291534423828125e-06
1707133084.0968275,633,9132,10,4,6.35051E-13,1.44618E-15,0.019193410873413086,6.36691E-13,1.44743E-15,0.00,2.1696090698242188e-05,1.24901E-11,1.91482E-14,18.67,4.5299530029296875e-06
1707133085.490965,634,9147,10,4,6.35500E-13,4.48639E-16,0.019275665283203125,6.37139E-13,4.47290E-16,0.00,2.1696090698242188e-05,1.25106E-11,2.05159E-14,18.69,4.0531158447265625e-06
1707133086.9270234,635,9161,10,4,6.36946E-13,1.44610E-15,0.01925492286682129,6.38586E-13,1.44734E-15,0.00,2.1457672119140625e-05,1.25297E-11,1.91482E-14,18.67,4.76837158203125e-06
1707133088.3243866,636,9176,10,4,6.37395E-13,4.48744E-16,0.019464731216430664,6.39033E-13,4.47400E-16,0.00,2.1696090698242188e-05,1.25503E-11,2.05159E-14,18.69,4.291534423828125e-06
1707133089.767596,637,9190,10,4,6.38841E-13,1.44602E-15,0.019504070281982422,6.40481E-13,1.44726E-15,0.00,2.193450927734375e-05,1.25694E-11,1.91482E-14,18.68,4.76837158203125e-06
1707133091.1886091,638,9204,10,4,6.40287E-13,1.44634E-15,0.019596338272094727,6.41928E-13,1.44758E-15,0.00,2.2411346435546875e-05,1.25886E-11,1.91482E-14,18.66,5.0067901611328125e-06
1707133092.5931246,639,9219,10,4,6.40736E-13,4.48439E-16,0.019652605056762695,6.42375E-13,4.47100E-16,0.00,2.2411346435546875e-05,1.26091E-11,2.05159E-14,18.68,4.291534423828125e-06
1707133094.0494955,640,9233,10,4,6.42182E-13,1.44626E-15,0.01961827278137207,6.43823E-13,1.44749E-15,0.00,2.288818359375e-05,1.26282E-11,1.91482E-14,18.66,4.76837158203125e-06
1707133095.4806902,641,9248,10,4,6.42631E-13,4.48544E-16,0.019653797149658203,6.44270E-13,4.47210E-16,0.00,2.2649765014648438e-05,1.26487E-11,2.05159E-14,18.68,4.291534423828125e-06
1707133096.953126,642,9262,10,4,6.44077E-13,1.44617E-15,0.019788265228271484,6.45718E-13,1.44741E-15,0.00,2.2172927856445312e-05,1.26679E-11,1.91482E-14,18.67,4.0531158447265625e-06
1707133098.3918662,643,9277,10,4,6.44525E-13,4.48648E-16,0.019765853881835938,6.46165E-13,4.47319E-16,0.00,2.193450927734375e-05,1.26884E-11,2.05159E-14,18.69,4.0531158447265625e-06
1707133099.8598742,644,9291,10,4,6.45971E-13,1.44609E-15,0.019995927810668945,6.47612E-13,1.44732E-15,0.00,2.288818359375e-05,1.27075E-11,1.91482E-14,18.67,4.0531158447265625e-06
1707133101.2986243,645,9305,10,4,6.47418E-13,1.44641E-15,0.02039647102355957,6.49060E-13,1.44764E-15,0.00,2.1696090698242188e-05,1.27267E-11,1.91482E-14,18.66,5.245208740234375e-06
1707133102.758548,646,9320,10,4,6.47866E-13,4.48347E-16,0.020058870315551758,6.49507E-13,4.47022E-16,0.00,2.2172927856445312e-05,1.27472E-11,2.05159E-14,18.68,4.76837158203125e-06
1707133104.2485244,647,9334,10,4,6.49313E-13,1.44633E-15,0.02012801170349121,6.50954E-13,1.44756E-15,0.00,2.2172927856445312e-05,1.27664E-11,1.91482E-14,18.66,5.0067901611328125e-06
1707133105.6980686,648,9349,10,4,6.49761E-13,4.48451E-16,0.02003788948059082,6.51402E-13,4.47131E-16,0.00,2.09808349609375e-05,1.27869E-11,2.05159E-14,18.68,4.5299530029296875e-06
1707133107.212099,649,9363,10,4,6.51207E-13,1.44625E-15,0.02022242546081543,6.52849E-13,1.44747E-15,0.00,2.3603439331054688e-05,1.28060E-11,1.91482E-14,18.67,4.5299530029296875e-06
1707133108.686357,650,9378,10,4,6.51656E-13,4.48555E-16,0.020308256149291992,6.53296E-13,4.47240E-16,0.00,2.2649765014648438e-05,1.28265E-11,2.05159E-14,18.68,3.814697265625e-06
1707133110.208665,651,9392,10,4,6.53102E-13,1.44617E-15,0.02025914192199707,6.54744E-13,1.44738E-15,0.00,2.193450927734375e-05,1.28457E-11,1.91482E-14,18.67,5.245208740234375e-06
1707133111.6841407,652,9406,10,4,6.54548E-13,1.44648E-15,0.02037191390991211,6.56191E-13,1.44770E-15,0.00,2.1457672119140625e-05,1.28648E-11,1.91482E-14,18.65,4.5299530029296875e-06
1707133113.1594138,653,9421,10,4,6.54997E-13,4.48257E-16,0.020383596420288086,6.56638E-13,4.46946E-16,0.00,2.193450927734375e-05,1.28854E-11,2.05159E-14,18.67,4.0531158447265625e-06
1707133114.695028,654,9435,10,4,6.56443E-13,1.44640E-15,0.020628690719604492,6.58086E-13,1.44762E-15,0.00,2.2172927856445312e-05,1.29045E-11,1.91482E-14,18.66,4.291534423828125e-06
1707133116.1874719,655,9450,10,4,6.56891E-13,4.48361E-16,0.020708560943603516,6.58533E-13,4.47055E-16,0.00,2.193450927734375e-05,1.29250E-11,2.05159E-14,18.68,4.5299530029296875e-06
1707133117.7404828,656,9464,10,4,6.58338E-13,1.44632E-15,0.020726442337036133,6.59980E-13,1.44753E-15,0.00,2.09808349609375e-05,1.29442E-11,1.91482E-14,18.66,4.291534423828125e-06
1707133119.2519567,657,9479,10,4,6.58786E-13,4.48464E-16,0.021796464920043945,6.60428E-13,4.47162E-16,0.00,2.2172927856445312e-05,1.29647E-11,2.05159E-14,18.68,4.5299530029296875e-06
1707133120.7896724,658,9493,10,4,6.60232E-13,1.44624E-15,0.020770549774169922,6.61875E-13,1.44745E-15,0.00,2.1457672119140625e-05,1.29838E-11,1.91482E-14,18.67,4.0531158447265625e-06
1707133122.2998757,659,9507,10,4,6.61679E-13,1.44655E-15,0.020885229110717773,6.63323E-13,1.44776E-15,0.00,2.1457672119140625e-05,1.30030E-11,1.91482E-14,18.65,4.5299530029296875e-06
1707133123.8130765,660,9522,10,4,6.62127E-13,4.48169E-16,0.021072864532470703,6.63770E-13,4.46872E-16,0.00,2.1219253540039062e-05,1.30235E-11,2.05159E-14,18.67,4.5299530029296875e-06
