t0,n,m,k,h,eX,eVar,eTime,tU,tVar,tDiff,tTime,nU,nVar,nDiff,nTime
1707142653.3517509,1894,27325,10,4,1.92109E-12,4.42160E-16,0.19719934463500977,1.92288E-12,4.41719E-16,0.00,2.5272369384765625e-05,3.73731E-11,2.05159E-14,18.45,4.291534423828125e-06
1707142672.2697735,1895,27339,10,4,1.92254E-12,1.45116E-15,0.1946864128112793,1.92433E-12,1.45168E-15,0.00,2.5272369384765625e-05,3.73923E-11,1.91482E-14,18.45,4.291534423828125e-06
1707142690.5053806,1896,27353,10,4,1.92399E-12,1.45127E-15,0.19571542739868164,1.92578E-12,1.45178E-15,0.00,2.6226043701171875e-05,3.74114E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707142708.8011153,1897,27368,10,4,1.92444E-12,4.42065E-16,0.1959981918334961,1.92622E-12,4.41625E-16,0.00,2.574920654296875e-05,3.74319E-11,2.05159E-14,18.45,4.291534423828125e-06
1707142727.30225,1898,27382,10,4,1.92589E-12,1.45124E-15,0.1953575611114502,1.92767E-12,1.45175E-15,0.00,2.5510787963867188e-05,3.74511E-11,1.91482E-14,18.45,3.814697265625e-06
1707142745.5845726,1899,27397,10,4,1.92633E-12,4.42108E-16,0.19672703742980957,1.92811E-12,4.41669E-16,0.00,2.47955322265625e-05,3.74716E-11,2.05159E-14,18.45,3.5762786865234375e-06
1707142764.7646163,1900,27411,10,4,1.92778E-12,1.45120E-15,0.19854402542114258,1.92957E-12,1.45171E-15,0.00,2.6464462280273438e-05,3.74908E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707142783.3879955,1901,27426,10,4,1.92822E-12,4.42152E-16,0.21160125732421875,1.93001E-12,4.41713E-16,0.00,2.574920654296875e-05,3.75113E-11,2.05159E-14,18.45,3.814697265625e-06
1707142802.5119147,1902,27440,10,4,1.92967E-12,1.45117E-15,0.1965029239654541,1.93146E-12,1.45168E-15,0.00,2.6226043701171875e-05,3.75304E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707142821.586421,1903,27454,10,4,1.93113E-12,1.45128E-15,0.20000982284545898,1.93291E-12,1.45179E-15,0.00,2.5987625122070312e-05,3.75496E-11,1.91482E-14,18.44,3.814697265625e-06
1707142840.472857,1904,27469,10,4,1.93157E-12,4.42057E-16,0.2137150764465332,1.93335E-12,4.41618E-16,0.00,3.0040740966796875e-05,3.75701E-11,2.05159E-14,18.45,5.0067901611328125e-06
1707142859.2796774,1905,27483,10,4,1.93302E-12,1.45124E-15,0.19667887687683105,1.93480E-12,1.45175E-15,0.00,2.6464462280273438e-05,3.75892E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707142877.716273,1906,27498,10,4,1.93346E-12,4.42100E-16,0.19988036155700684,1.93525E-12,4.41662E-16,0.00,2.4557113647460938e-05,3.76098E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707142897.5949752,1907,27512,10,4,1.93491E-12,1.45121E-15,0.19841837882995605,1.93670E-12,1.45172E-15,0.00,2.4557113647460938e-05,3.76289E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707142916.867415,1908,27527,10,4,1.93535E-12,4.42143E-16,0.19733715057373047,1.93714E-12,4.41706E-16,0.00,2.6941299438476562e-05,3.76494E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707142936.7066107,1909,27541,10,4,1.93681E-12,1.45118E-15,0.20013666152954102,1.93859E-12,1.45169E-15,0.00,2.5272369384765625e-05,3.76686E-11,1.91482E-14,18.45,4.76837158203125e-06
1707142955.4955158,1910,27555,10,4,1.93826E-12,1.45128E-15,0.19877934455871582,1.94004E-12,1.45179E-15,0.00,2.5272369384765625e-05,3.76877E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707142974.4803956,1911,27570,10,4,1.93870E-12,4.42049E-16,0.19908714294433594,1.94048E-12,4.41612E-16,0.00,2.5510787963867188e-05,3.77082E-11,2.05159E-14,18.45,4.291534423828125e-06
1707142993.372209,1912,27584,10,4,1.94015E-12,1.45125E-15,0.19945216178894043,1.94194E-12,1.45176E-15,0.00,2.47955322265625e-05,3.77274E-11,1.91482E-14,18.45,3.814697265625e-06
1707143012.0057683,1913,27599,10,4,1.94059E-12,4.42092E-16,0.2007286548614502,1.94238E-12,4.41655E-16,0.00,2.5033950805664062e-05,3.77479E-11,2.05159E-14,18.45,4.76837158203125e-06
1707143031.7148693,1914,27613,10,4,1.94204E-12,1.45122E-15,0.1990044116973877,1.94383E-12,1.45172E-15,0.00,2.5272369384765625e-05,3.77670E-11,1.91482E-14,18.45,3.814697265625e-06
1707143050.9803174,1915,27628,10,4,1.94249E-12,4.42135E-16,0.1994938850402832,1.94427E-12,4.41699E-16,0.00,2.6226043701171875e-05,3.77876E-11,2.05159E-14,18.45,3.814697265625e-06
1707143070.5360954,1916,27642,10,4,1.94394E-12,1.45118E-15,0.20063424110412598,1.94572E-12,1.45169E-15,0.00,2.6941299438476562e-05,3.78067E-11,1.91482E-14,18.45,3.814697265625e-06
1707143089.5843139,1917,27656,10,4,1.94539E-12,1.45129E-15,0.20127463340759277,1.94717E-12,1.45180E-15,0.00,2.574920654296875e-05,3.78259E-11,1.91482E-14,18.44,4.5299530029296875e-06
1707143108.92204,1918,27671,10,4,1.94583E-12,4.42040E-16,0.20052576065063477,1.94762E-12,4.41605E-16,0.00,2.6226043701171875e-05,3.78464E-11,2.05159E-14,18.45,4.291534423828125e-06
1707143127.926935,1919,27685,10,4,1.94728E-12,1.45125E-15,0.2032003402709961,1.94907E-12,1.45176E-15,0.00,2.5272369384765625e-05,3.78655E-11,1.91482E-14,18.45,3.814697265625e-06
1707143147.044661,1920,27700,10,4,1.94772E-12,4.42083E-16,0.2006542682647705,1.94951E-12,4.41649E-16,0.00,2.6702880859375e-05,3.78860E-11,2.05159E-14,18.45,4.291534423828125e-06
1707143167.1289153,1921,27714,10,4,1.94918E-12,1.45122E-15,0.20190167427062988,1.95096E-12,1.45173E-15,0.00,2.574920654296875e-05,3.79052E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707143185.9841163,1922,27729,10,4,1.94962E-12,4.42126E-16,0.20110177993774414,1.95140E-12,4.41692E-16,0.00,2.47955322265625e-05,3.79257E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707143205.7845411,1923,27743,10,4,1.95107E-12,1.45119E-15,0.20324373245239258,1.95285E-12,1.45170E-15,0.00,2.5272369384765625e-05,3.79448E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707143225.057357,1924,27757,10,4,1.95252E-12,1.45129E-15,0.20147252082824707,1.95431E-12,1.45180E-15,0.00,2.765655517578125e-05,3.79640E-11,1.91482E-14,18.44,4.5299530029296875e-06
1707143244.345484,1925,27772,10,4,1.95296E-12,4.42032E-16,0.20413708686828613,1.95475E-12,4.41599E-16,0.00,2.47955322265625e-05,3.79845E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707143263.77149,1926,27786,10,4,1.95441E-12,1.45126E-15,0.20220351219177246,1.95620E-12,1.45177E-15,0.00,2.5987625122070312e-05,3.80037E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707143282.9266982,1927,27801,10,4,1.95486E-12,4.42075E-16,0.20287609100341797,1.95664E-12,4.41642E-16,0.00,2.5510787963867188e-05,3.80242E-11,2.05159E-14,18.45,4.291534423828125e-06
1707143303.048293,1928,27815,10,4,1.95631E-12,1.45123E-15,0.2021501064300537,1.95809E-12,1.45173E-15,0.00,2.5033950805664062e-05,3.80433E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707143322.322458,1929,27830,10,4,1.95675E-12,4.42118E-16,0.20371222496032715,1.95853E-12,4.41685E-16,0.00,2.6226043701171875e-05,3.80638E-11,2.05159E-14,18.45,3.814697265625e-06
1707143342.452133,1930,27844,10,4,1.95820E-12,1.45120E-15,0.20414996147155762,1.95999E-12,1.45170E-15,0.00,2.5272369384765625e-05,3.80830E-11,1.91482E-14,18.45,3.5762786865234375e-06
1707143361.8951461,1931,27858,10,4,1.95965E-12,1.45130E-15,0.20315265655517578,1.96144E-12,1.45181E-15,0.00,2.5033950805664062e-05,3.81021E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707143381.5862086,1932,27873,10,4,1.96009E-12,4.42024E-16,0.20401763916015625,1.96188E-12,4.41593E-16,0.00,2.4557113647460938e-05,3.81226E-11,2.05159E-14,18.45,3.814697265625e-06
1707143401.2741768,1933,27887,10,4,1.96154E-12,1.45127E-15,0.20580792427062988,1.96333E-12,1.45177E-15,0.00,2.47955322265625e-05,3.81418E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707143420.2857795,1934,27902,10,4,1.96199E-12,4.42067E-16,0.20372700691223145,1.96377E-12,4.41636E-16,0.00,2.5272369384765625e-05,3.81623E-11,2.05159E-14,18.45,4.291534423828125e-06
1707143440.515516,1935,27916,10,4,1.96344E-12,1.45123E-15,0.20376062393188477,1.96523E-12,1.45174E-15,0.00,2.5272369384765625e-05,3.81815E-11,1.91482E-14,18.45,4.5299530029296875e-06
1707143460.1613762,1936,27931,10,4,1.96388E-12,4.42109E-16,0.20786523818969727,1.96567E-12,4.41679E-16,0.00,2.47955322265625e-05,3.82020E-11,2.05159E-14,18.45,4.291534423828125e-06
1707143480.1399772,1937,27945,10,4,1.96533E-12,1.45120E-15,0.2053508758544922,1.96712E-12,1.45171E-15,0.00,2.6702880859375e-05,3.82211E-11,1.91482E-14,18.45,3.814697265625e-06
1707143499.9117916,1938,27959,10,4,1.96678E-12,1.45131E-15,0.20715785026550293,1.96857E-12,1.45181E-15,0.00,2.47955322265625e-05,3.82403E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707143519.656641,1939,27974,10,4,1.96722E-12,4.42016E-16,0.20511198043823242,1.96901E-12,4.41586E-16,0.00,2.5272369384765625e-05,3.82608E-11,2.05159E-14,18.45,3.814697265625e-06
1707143539.3517566,1940,27988,10,4,1.96868E-12,1.45127E-15,0.20773005485534668,1.97046E-12,1.45178E-15,0.00,2.5033950805664062e-05,3.82799E-11,1.91482E-14,18.44,4.291534423828125e-06
1707143558.872135,1941,28003,10,4,1.96912E-12,4.42059E-16,0.20548439025878906,1.97091E-12,4.41629E-16,0.00,2.574920654296875e-05,3.83005E-11,2.05159E-14,18.45,4.76837158203125e-06
1707143579.1697433,1942,28017,10,4,1.97057E-12,1.45124E-15,0.22304677963256836,1.97236E-12,1.45174E-15,0.00,2.86102294921875e-05,3.83196E-11,1.91482E-14,18.45,4.291534423828125e-06
1707143599.2089703,1943,28032,10,4,1.97101E-12,4.42101E-16,0.21859121322631836,1.97280E-12,4.41672E-16,0.00,2.574920654296875e-05,3.83401E-11,2.05159E-14,18.45,3.814697265625e-06
1707143619.4168968,1944,28046,10,4,1.97246E-12,1.45121E-15,0.2064526081085205,1.97425E-12,1.45171E-15,0.00,2.5510787963867188e-05,3.83593E-11,1.91482E-14,18.45,4.291534423828125e-06
1707143639.2128243,1945,28060,10,4,1.97391E-12,1.45131E-15,0.20736193656921387,1.97570E-12,1.45181E-15,0.00,2.574920654296875e-05,3.83784E-11,1.91482E-14,18.44,4.291534423828125e-06
1707143659.226969,1946,28075,10,4,1.97436E-12,4.42008E-16,0.20650291442871094,1.97614E-12,4.41580E-16,0.00,2.574920654296875e-05,3.83989E-11,2.05159E-14,18.45,3.814697265625e-06
1707143679.1042883,1947,28089,10,4,1.97581E-12,1.45128E-15,0.20637774467468262,1.97760E-12,1.45178E-15,0.00,2.6464462280273438e-05,3.84181E-11,1.91482E-14,18.44,4.291534423828125e-06
1707143698.6324694,1948,28104,10,4,1.97625E-12,4.42051E-16,0.20801424980163574,1.97804E-12,4.41623E-16,0.00,2.574920654296875e-05,3.84386E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707143719.4289763,1949,28118,10,4,1.97770E-12,1.45125E-15,0.2105729579925537,1.97949E-12,1.45175E-15,0.00,2.6226043701171875e-05,3.84577E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707143739.5710292,1950,28133,10,4,1.97814E-12,4.42093E-16,0.20688843727111816,1.97993E-12,4.41666E-16,0.00,2.6702880859375e-05,3.84783E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707143760.107326,1951,28147,10,4,1.97959E-12,1.45121E-15,0.22238993644714355,1.98138E-12,1.45172E-15,0.00,2.8133392333984375e-05,3.84974E-11,1.91482E-14,18.45,4.291534423828125e-06
1707143780.3255746,1952,28161,10,4,1.98104E-12,1.45132E-15,0.20788168907165527,1.98283E-12,1.45182E-15,0.00,2.4557113647460938e-05,3.85166E-11,1.91482E-14,18.44,4.291534423828125e-06
1707143800.5374644,1953,28176,10,4,1.98149E-12,4.42001E-16,0.20871305465698242,1.98328E-12,4.41574E-16,0.00,2.5510787963867188e-05,3.85371E-11,2.05159E-14,18.45,4.291534423828125e-06
1707143820.6207683,1954,28190,10,4,1.98294E-12,1.45129E-15,0.20857477188110352,1.98473E-12,1.45179E-15,0.00,2.5987625122070312e-05,3.85562E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707143840.6098814,1955,28205,10,4,1.98338E-12,4.42043E-16,0.2083895206451416,1.98517E-12,4.41617E-16,0.00,2.574920654296875e-05,3.85767E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707143861.4676216,1956,28219,10,4,1.98483E-12,1.45125E-15,0.2079610824584961,1.98662E-12,1.45175E-15,0.00,2.5272369384765625e-05,3.85959E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707143881.2849398,1957,28234,10,4,1.98527E-12,4.42085E-16,0.2121274471282959,1.98706E-12,4.41659E-16,0.00,2.574920654296875e-05,3.86164E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707143901.9552546,1958,28248,10,4,1.98672E-12,1.45122E-15,0.21289300918579102,1.98851E-12,1.45172E-15,0.00,2.5987625122070312e-05,3.86355E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707143922.0745971,1959,28262,10,4,1.98818E-12,1.45132E-15,0.22722649574279785,1.98997E-12,1.45182E-15,0.00,3.123283386230469e-05,3.86547E-11,1.91482E-14,18.44,4.5299530029296875e-06
1707143942.064206,1960,28277,10,4,1.98862E-12,4.41993E-16,0.20916438102722168,1.99041E-12,4.41568E-16,0.00,2.574920654296875e-05,3.86752E-11,2.05159E-14,18.45,4.5299530029296875e-06
1707143962.2009616,1961,28291,10,4,1.99007E-12,1.45129E-15,0.2308351993560791,1.99186E-12,1.45179E-15,0.00,2.956390380859375e-05,3.86944E-11,1.91482E-14,18.44,4.76837158203125e-06
1707143982.0492673,1962,28306,10,4,1.99051E-12,4.42035E-16,0.21247267723083496,1.99230E-12,4.41610E-16,0.00,2.5510787963867188e-05,3.87149E-11,2.05159E-14,18.45,4.291534423828125e-06
1707144002.6483626,1963,28320,10,4,1.99196E-12,1.45126E-15,0.21042323112487793,1.99375E-12,1.45176E-15,0.00,2.5510787963867188e-05,3.87340E-11,1.91482E-14,18.45,3.814697265625e-06
1707144022.867083,1964,28335,10,4,1.99240E-12,4.42077E-16,0.21341776847839355,1.99419E-12,4.41653E-16,0.00,2.5033950805664062e-05,3.87545E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707144043.495928,1965,28349,10,4,1.99386E-12,1.45123E-15,0.20995259284973145,1.99565E-12,1.45173E-15,0.00,2.5510787963867188e-05,3.87737E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707144063.7802858,1966,28363,10,4,1.99531E-12,1.45133E-15,0.21198081970214844,1.99710E-12,1.45183E-15,0.00,2.5272369384765625e-05,3.87928E-11,1.91482E-14,18.44,3.814697265625e-06
1707144084.1421056,1967,28378,10,4,1.99575E-12,4.41985E-16,0.21196866035461426,1.99754E-12,4.41562E-16,0.00,2.5272369384765625e-05,3.88134E-11,2.05159E-14,18.45,4.291534423828125e-06
1707144104.6959224,1968,28392,10,4,1.99720E-12,1.45130E-15,0.21158647537231445,1.99899E-12,1.45180E-15,0.00,2.5033950805664062e-05,3.88325E-11,1.91482E-14,18.44,4.291534423828125e-06
1707144124.61538,1969,28407,10,4,1.99764E-12,4.42027E-16,0.21261048316955566,1.99943E-12,4.41604E-16,0.00,2.574920654296875e-05,3.88530E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707144145.7845082,1970,28421,10,4,1.99909E-12,1.45127E-15,0.21462082862854004,2.00088E-12,1.45176E-15,0.00,2.5510787963867188e-05,3.88722E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707144165.9735363,1971,28436,10,4,1.99954E-12,4.42069E-16,0.21186614036560059,2.00133E-12,4.41646E-16,0.00,2.4557113647460938e-05,3.88927E-11,2.05159E-14,18.45,3.814697265625e-06
1707144186.49999,1972,28450,10,4,2.00099E-12,1.45123E-15,0.21275997161865234,2.00278E-12,1.45173E-15,0.00,2.6464462280273438e-05,3.89118E-11,1.91482E-14,18.45,4.0531158447265625e-06
1707144206.9591823,1973,28464,10,4,2.00244E-12,1.45133E-15,0.22996258735656738,2.00423E-12,1.45183E-15,0.00,2.8371810913085938e-05,3.89310E-11,1.91482E-14,18.44,4.291534423828125e-06
1707144227.350853,1974,28479,10,4,2.00288E-12,4.41977E-16,0.21387243270874023,2.00467E-12,4.41555E-16,0.00,2.4080276489257812e-05,3.89515E-11,2.05159E-14,18.45,4.5299530029296875e-06
1707144247.8568604,1975,28493,10,4,2.00433E-12,1.45130E-15,0.21549129486083984,2.00612E-12,1.45180E-15,0.00,2.5272369384765625e-05,3.89706E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707144268.2857876,1976,28508,10,4,2.00477E-12,4.42019E-16,0.21962285041809082,2.00656E-12,4.41598E-16,0.00,2.384185791015625e-05,3.89912E-11,2.05159E-14,18.45,3.5762786865234375e-06
1707144289.292945,1977,28522,10,4,2.00622E-12,1.45127E-15,0.21355271339416504,2.00802E-12,1.45177E-15,0.00,2.5510787963867188e-05,3.90103E-11,1.91482E-14,18.44,4.76837158203125e-06
1707144310.2499957,1978,28537,10,4,2.00667E-12,4.42061E-16,0.21269607543945312,2.00846E-12,4.41640E-16,0.00,2.6702880859375e-05,3.90308E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707144331.248897,1979,28551,10,4,2.00812E-12,1.45124E-15,0.21740055084228516,2.00991E-12,1.45174E-15,0.00,2.47955322265625e-05,3.90500E-11,1.91482E-14,18.45,4.5299530029296875e-06
1707144351.883244,1980,28565,10,4,2.00957E-12,1.45134E-15,0.21639561653137207,2.01136E-12,1.45184E-15,0.00,2.574920654296875e-05,3.90691E-11,1.91482E-14,18.44,3.5762786865234375e-06
1707144372.7311172,1981,28580,10,4,2.01001E-12,4.41970E-16,0.21459531784057617,2.01180E-12,4.41549E-16,0.00,2.5272369384765625e-05,3.90896E-11,2.05159E-14,18.45,3.5762786865234375e-06
1707144393.6861317,1982,28594,10,4,2.01146E-12,1.45131E-15,0.23108243942260742,2.01326E-12,1.45181E-15,0.00,2.8133392333984375e-05,3.91088E-11,1.91482E-14,18.44,4.291534423828125e-06
1707144414.5236769,1983,28609,10,4,2.01190E-12,4.42011E-16,0.21527791023254395,2.01370E-12,4.41592E-16,0.00,2.6464462280273438e-05,3.91293E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707144436.220848,1984,28623,10,4,2.01336E-12,1.45128E-15,0.21624135971069336,2.01515E-12,1.45177E-15,0.00,2.6464462280273438e-05,3.91484E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707144456.7533653,1985,28637,10,4,2.01481E-12,1.45138E-15,0.21490049362182617,2.01660E-12,1.45187E-15,0.00,2.5272369384765625e-05,3.91676E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707144477.5253968,1986,28652,10,4,2.01525E-12,4.41921E-16,0.2180008888244629,2.01704E-12,4.41501E-16,0.00,2.47955322265625e-05,3.91881E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707144498.238643,1987,28666,10,4,2.01670E-12,1.45135E-15,0.2158498764038086,2.01849E-12,1.45184E-15,0.00,2.6941299438476562e-05,3.92073E-11,1.91482E-14,18.44,3.814697265625e-06
1707144519.1270356,1988,28681,10,4,2.01714E-12,4.41962E-16,0.21759319305419922,2.01894E-12,4.41543E-16,0.00,2.5272369384765625e-05,3.92278E-11,2.05159E-14,18.45,3.814697265625e-06
1707144540.7679436,1989,28695,10,4,2.01859E-12,1.45131E-15,0.23581385612487793,2.02039E-12,1.45181E-15,0.00,2.9087066650390625e-05,3.92469E-11,1.91482E-14,18.44,4.291534423828125e-06
1707144561.942741,1990,28710,10,4,2.01904E-12,4.42004E-16,0.21994757652282715,2.02083E-12,4.41585E-16,0.00,2.5510787963867188e-05,3.92674E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707144583.3725982,1991,28724,10,4,2.02049E-12,1.45128E-15,0.21711468696594238,2.02228E-12,1.45178E-15,0.00,2.5272369384765625e-05,3.92866E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707144604.7547572,1992,28738,10,4,2.02194E-12,1.45138E-15,0.2168409824371338,2.02373E-12,1.45188E-15,0.00,2.574920654296875e-05,3.93057E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707144625.8105764,1993,28753,10,4,2.02238E-12,4.41913E-16,0.21642708778381348,2.02417E-12,4.41495E-16,0.00,2.5033950805664062e-05,3.93262E-11,2.05159E-14,18.45,5.0067901611328125e-06
1707144647.026268,1994,28767,10,4,2.02383E-12,1.45135E-15,0.2353377342224121,2.02563E-12,1.45185E-15,0.00,3.218650817871094e-05,3.93454E-11,1.91482E-14,18.44,4.291534423828125e-06
1707144668.4376295,1995,28782,10,4,2.02427E-12,4.41955E-16,0.21850204467773438,2.02607E-12,4.41537E-16,0.00,2.574920654296875e-05,3.93659E-11,2.05159E-14,18.45,3.814697265625e-06
1707144690.3321936,1996,28796,10,4,2.02573E-12,1.45132E-15,0.21858906745910645,2.02752E-12,1.45181E-15,0.00,2.6226043701171875e-05,3.93851E-11,1.91482E-14,18.44,5.0067901611328125e-06
1707144712.0385077,1997,28811,10,4,2.02617E-12,4.41996E-16,0.2182776927947998,2.02796E-12,4.41579E-16,0.00,2.8133392333984375e-05,3.94056E-11,2.05159E-14,18.45,4.5299530029296875e-06
1707144734.13777,1998,28825,10,4,2.02762E-12,1.45129E-15,0.218214750289917,2.02941E-12,1.45178E-15,0.00,2.47955322265625e-05,3.94247E-11,1.91482E-14,18.44,4.76837158203125e-06
1707144755.9171958,1999,28839,10,4,2.02907E-12,1.45139E-15,0.21874260902404785,2.03086E-12,1.45188E-15,0.00,2.5272369384765625e-05,3.94439E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707144777.551352,2000,28854,10,4,2.02951E-12,4.41906E-16,0.21918988227844238,2.03131E-12,4.41490E-16,0.00,2.47955322265625e-05,3.94644E-11,2.05159E-14,18.45,3.814697265625e-06
1707144799.4962232,2001,28868,10,4,2.03096E-12,1.45136E-15,0.219163179397583,2.03276E-12,1.45185E-15,0.00,2.574920654296875e-05,3.94835E-11,1.91482E-14,18.44,3.5762786865234375e-06
1707144821.1788492,2002,28883,10,4,2.03140E-12,4.41947E-16,0.21954989433288574,2.03320E-12,4.41532E-16,0.00,2.5987625122070312e-05,3.95041E-11,2.05159E-14,18.45,3.814697265625e-06
1707144843.7994037,2003,28897,10,4,2.03286E-12,1.45133E-15,0.2353372573852539,2.03465E-12,1.45182E-15,0.00,2.5987625122070312e-05,3.95232E-11,1.91482E-14,18.44,4.291534423828125e-06
1707144865.42373,2004,28912,10,4,2.03330E-12,4.41988E-16,0.21924281120300293,2.03509E-12,4.41573E-16,0.00,2.47955322265625e-05,3.95437E-11,2.05159E-14,18.45,4.0531158447265625e-06
1707144887.3464708,2005,28926,10,4,2.03475E-12,1.45129E-15,0.22038984298706055,2.03654E-12,1.45179E-15,0.00,2.6464462280273438e-05,3.95629E-11,1.91482E-14,18.44,3.814697265625e-06
1707144909.3328905,2006,28940,10,4,2.03620E-12,1.45139E-15,0.22047090530395508,2.03800E-12,1.45189E-15,0.00,2.5033950805664062e-05,3.95820E-11,1.91482E-14,18.44,4.291534423828125e-06
1707144931.255472,2007,28955,10,4,2.03664E-12,4.41898E-16,0.23601627349853516,2.03844E-12,4.41484E-16,0.00,2.86102294921875e-05,3.96025E-11,2.05159E-14,18.45,4.5299530029296875e-06
1707144953.6403806,2008,28969,10,4,2.03809E-12,1.45136E-15,0.22063255310058594,2.03989E-12,1.45186E-15,0.00,2.5272369384765625e-05,3.96217E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707144975.4313104,2009,28984,10,4,2.03854E-12,4.41940E-16,0.22097015380859375,2.04033E-12,4.41526E-16,0.00,2.5033950805664062e-05,3.96422E-11,2.05159E-14,18.45,4.291534423828125e-06
1707144998.455464,2010,28998,10,4,2.03999E-12,1.45133E-15,0.22226786613464355,2.04178E-12,1.45182E-15,0.00,2.5033950805664062e-05,3.96613E-11,1.91482E-14,18.44,3.814697265625e-06
1707145020.7327318,2011,29013,10,4,2.04043E-12,4.41981E-16,0.2219231128692627,2.04222E-12,4.41567E-16,0.00,2.47955322265625e-05,3.96819E-11,2.05159E-14,18.45,3.5762786865234375e-06
1707145043.3173747,2012,29027,10,4,2.04188E-12,1.45130E-15,0.22189068794250488,2.04368E-12,1.45179E-15,0.00,2.6226043701171875e-05,3.97010E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707145065.9341297,2013,29041,10,4,2.04333E-12,1.45140E-15,0.22169995307922363,2.04513E-12,1.45189E-15,0.00,2.5033950805664062e-05,3.97202E-11,1.91482E-14,18.44,3.814697265625e-06
1707145088.4895823,2014,29056,10,4,2.04377E-12,4.41891E-16,0.22098636627197266,2.04557E-12,4.41478E-16,0.00,2.4318695068359375e-05,3.97407E-11,2.05159E-14,18.44,3.814697265625e-06
1707145110.9436119,2015,29070,10,4,2.04523E-12,1.45137E-15,0.22465062141418457,2.04702E-12,1.45186E-15,0.00,2.6226043701171875e-05,3.97598E-11,1.91482E-14,18.44,4.5299530029296875e-06
1707145133.301195,2016,29085,10,4,2.04567E-12,4.41932E-16,0.2231593132019043,2.04746E-12,4.41520E-16,0.00,2.574920654296875e-05,3.97803E-11,2.05159E-14,18.45,3.814697265625e-06
1707145157.0586534,2017,29099,10,4,2.04712E-12,1.45134E-15,0.226362943649292,2.04891E-12,1.45183E-15,0.00,2.6226043701171875e-05,3.97995E-11,1.91482E-14,18.44,4.291534423828125e-06
1707145180.014711,2018,29114,10,4,2.04756E-12,4.41973E-16,0.222792387008667,2.04936E-12,4.41561E-16,0.00,2.5987625122070312e-05,3.98200E-11,2.05159E-14,18.45,3.5762786865234375e-06
1707145202.9860206,2019,29128,10,4,2.04901E-12,1.45131E-15,0.2232663631439209,2.05081E-12,1.45180E-15,0.00,2.6702880859375e-05,3.98391E-11,1.91482E-14,18.44,3.814697265625e-06
1707145225.709957,2020,29142,10,4,2.05046E-12,1.45141E-15,0.22728633880615234,2.05226E-12,1.45190E-15,0.00,2.5510787963867188e-05,3.98583E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707145248.4318109,2021,29157,10,4,2.05091E-12,4.41884E-16,0.22374200820922852,2.05270E-12,4.41473E-16,0.00,2.574920654296875e-05,3.98788E-11,2.05159E-14,18.44,3.814697265625e-06
1707145271.2035456,2022,29171,10,4,2.05236E-12,1.45137E-15,0.22417211532592773,2.05415E-12,1.45186E-15,0.00,2.5272369384765625e-05,3.98980E-11,1.91482E-14,18.44,4.0531158447265625e-06
1707145293.9571583,2023,29186,10,4,2.05280E-12,4.41925E-16,0.2241213321685791,2.05460E-12,4.41514E-16,0.00,2.4318695068359375e-05,3.99185E-11,2.05159E-14,18.45,4.0531158447265625e-06
